animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster
Dog,1,381,Young Adult,16,April,0,Pure,Gold,Healthy/Normal,0
Cat,1,186,Puppy/Kitten,5,May,1,Pure,Other,Healthy/Normal,0
Dog,0,64,Puppy/Kitten,2,August,0,Pure,Black,Healthy/Normal,0
Dog,1,1835,Adult,4,June,1,Mix,White,Healthy/Normal,0
Dog,1,861,Puppy/Kitten,501,December,1,Pure,Black,Healthy/Normal,0
Cat,1,401,Young Adult,36,June,1,Pure,Red,Healthy/Normal,0
Dog,0,187,Puppy/Kitten,4,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,203,Puppy/Kitten,25,October,1,Pure,Grey,Healthy/Normal,0
Cat,1,68,Puppy/Kitten,6,July,0,Pure,Grey,Healthy/Normal,0
Cat,1,2566,Senior,9,November,1,Mix,Other,Healthy/Normal,0
Cat,1,635,Young Adult,23,August,1,Mix,Brown,Injured,0
Cat,1,66,Puppy/Kitten,45,September,1,Pure,Grey,Healthy/Normal,0
Dog,1,55,Puppy/Kitten,17,June,0,Mix,Gold,Healthy/Normal,0
Dog,1,371,Young Adult,5,February,1,Mix,Black,Healthy/Normal,0
Dog,1,110,Puppy/Kitten,18,October,0,Pure,Black,Injured,0
Dog,1,373,Young Adult,2,January,1,Mix,Black,Healthy/Normal,0
Dog,1,2195,Adult,4,July,0,Pure,Gold,Injured,0
Cat,1,47,Puppy/Kitten,1,October,0,Mix,Black,Healthy/Normal,0
Cat,1,56,Puppy/Kitten,4,July,1,Mix,Brown,Healthy/Normal,0
Dog,0,369,Young Adult,3,April,1,Pure,Red,Healthy/Normal,0
Cat,1,79,Puppy/Kitten,34,June,1,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,8,August,1,Pure,White,Healthy/Normal,0
Dog,0,66,Puppy/Kitten,59,January,1,Mix,Gold,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,4,November,0,Mix,White,Healthy/Normal,0
Cat,1,732,Young Adult,2,May,0,Pure,Brown,Healthy/Normal,0
Dog,1,778,Young Adult,29,April,1,Pure,Black,Injured,0
Dog,1,836,Young Adult,105,September,1,Pure,White,Healthy/Normal,0
Cat,1,82,Puppy/Kitten,21,September,1,Pure,Black,Healthy/Normal,0
Other,1,257,Puppy/Kitten,12,March,0,Pure,White,Healthy/Normal,0
Dog,1,4386,Senior,3,August,0,Pure,Black,Healthy/Normal,0
Dog,1,405,Young Adult,39,August,0,Mix,Brown,Healthy/Normal,0
Cat,0,106,Puppy/Kitten,84,September,1,Mix,Black,Healthy/Normal,0
Cat,1,735,Young Adult,3,June,0,Pure,Brown,Healthy/Normal,0
Dog,1,248,Puppy/Kitten,19,May,1,Pure,Black,Healthy/Normal,0
Cat,0,734,Young Adult,4,June,0,Mix,Brown,Healthy/Normal,0
Dog,1,753,Young Adult,22,July,1,Pure,White,Healthy/Normal,0
Dog,1,157,Puppy/Kitten,4,February,1,Mix,Black,Healthy/Normal,0
Dog,1,250,Puppy/Kitten,6,October,1,Mix,White,Sick/Medical,0
Dog,1,1099,Adult,3,May,0,Mix,Tricolor,Healthy/Normal,0
Dog,1,737,Young Adult,6,November,0,Pure,Black,Healthy/Normal,0
Other,1,413,Young Adult,46,July,0,Pure,Black,Healthy/Normal,0
Cat,1,109,Puppy/Kitten,2,September,1,Pure,Black,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,22,August,1,Pure,Black,Healthy/Normal,0
Dog,1,921,Young Adult,8,October,0,Mix,White,Healthy/Normal,0
Cat,1,39,Puppy/Kitten,5,August,0,Mix,White,Healthy/Normal,0
Dog,0,308,Puppy/Kitten,4,October,1,Pure,Red,Healthy/Normal,0
Cat,1,77,Puppy/Kitten,42,June,1,Mix,Black,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,3,September,1,Pure,White,Healthy/Normal,0
Cat,1,638,Young Adult,91,July,1,Pure,Other,Healthy/Normal,0
Dog,1,735,Young Adult,5,June,1,Mix,Gold,Healthy/Normal,0
Cat,0,126,Puppy/Kitten,3,December,0,Mix,Grey,Healthy/Normal,0
Dog,1,176,Puppy/Kitten,8,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,735,Young Adult,4,February,1,Mix,Brown,Healthy/Normal,0
Dog,1,158,Puppy/Kitten,1,October,1,Mix,White,Healthy/Normal,0
Dog,1,370,Young Adult,5,March,1,Pure,Grey,Healthy/Normal,0
Dog,1,74,Puppy/Kitten,1,April,1,Pure,White,Healthy/Normal,0
Cat,0,59,Puppy/Kitten,7,May,0,Mix,Grey,Healthy/Normal,0
Dog,1,2292,Adult,55,December,1,Pure,Brown,Healthy/Normal,0
Dog,0,370,Young Adult,3,January,0,Mix,Black,Injured,0
Cat,1,38,Puppy/Kitten,6,May,0,Pure,Black,Healthy/Normal,0
Dog,1,62,Puppy/Kitten,2,November,0,Mix,Grey,Healthy/Normal,0
Dog,1,394,Young Adult,28,November,1,Mix,White,Healthy/Normal,0
Dog,1,163,Puppy/Kitten,4,February,1,Pure,White,Healthy/Normal,0
Cat,1,1108,Adult,12,August,1,Mix,Other,Healthy/Normal,0
Dog,1,401,Young Adult,1,February,1,Mix,Black,Healthy/Normal,0
Cat,0,734,Young Adult,3,July,0,Pure,White,Healthy/Normal,0
Dog,0,1831,Adult,3,July,1,Pure,Grey,Healthy/Normal,0
Dog,1,1461,Adult,1,July,0,Pure,Brown,Healthy/Normal,0
Dog,1,382,Young Adult,17,December,1,Pure,White,Healthy/Normal,0
Dog,1,733,Young Adult,2,April,1,Mix,Black,Healthy/Normal,0
Cat,0,116,Puppy/Kitten,35,July,1,Mix,Red,Healthy/Normal,0
Dog,1,139,Puppy/Kitten,16,August,1,Pure,White,Healthy/Normal,0
Cat,1,102,Puppy/Kitten,14,February,0,Mix,Black,Healthy/Normal,0
Dog,1,327,Puppy/Kitten,9,November,1,Pure,Black,Healthy/Normal,0
Dog,1,1518,Adult,57,June,1,Mix,White,Healthy/Normal,0
Cat,1,746,Young Adult,15,February,1,Mix,Other,Healthy/Normal,0
Dog,1,73,Puppy/Kitten,11,January,1,Mix,White,Healthy/Normal,0
Dog,1,554,Young Adult,7,April,1,Pure,White,Healthy/Normal,0
Cat,0,732,Young Adult,2,June,0,Mix,White,Healthy/Normal,0
Cat,1,88,Puppy/Kitten,21,November,1,Mix,White,Healthy/Normal,0
Cat,0,78,Puppy/Kitten,63,July,1,Mix,Other,Healthy/Normal,0
Dog,1,1837,Adult,10,October,1,Mix,Black,Healthy/Normal,0
Dog,1,383,Young Adult,6,April,1,Mix,Black,Healthy/Normal,0
Cat,0,735,Young Adult,5,November,0,Mix,Black,Healthy/Normal,0
Cat,1,1164,Adult,1,May,1,Mix,Black,Healthy/Normal,0
Dog,1,797,Young Adult,2,March,1,Pure,Black,Healthy/Normal,0
Dog,1,574,Young Adult,24,February,0,Mix,Gold,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,69,December,1,Mix,White,Healthy/Normal,0
Other,1,400,Young Adult,35,September,0,Pure,White,Healthy/Normal,0
Cat,1,371,Young Adult,6,May,1,Mix,White,Healthy/Normal,0
Dog,1,2312,Adult,2,January,1,Mix,Black,Healthy/Normal,0
Dog,1,763,Young Adult,16,December,1,Pure,White,Healthy/Normal,0
Dog,1,325,Puppy/Kitten,21,September,1,Mix,Gold,Healthy/Normal,0
Dog,1,1125,Adult,11,February,1,Mix,Black,Healthy/Normal,0
Dog,1,65,Puppy/Kitten,3,February,1,Mix,White,Healthy/Normal,0
Cat,0,739,Young Adult,3,May,0,Mix,Black,Sick/Medical,0
Cat,1,75,Puppy/Kitten,38,August,0,Pure,Other,Injured,0
Dog,1,3659,Senior,6,January,1,Mix,White,Healthy/Normal,0
Dog,1,2034,Adult,85,April,1,Pure,White,Healthy/Normal,0
Dog,1,66,Puppy/Kitten,3,February,1,Mix,Black,Healthy/Normal,0
Dog,1,185,Puppy/Kitten,9,August,1,Pure,Gold,Healthy/Normal,0
Cat,1,125,Puppy/Kitten,63,August,1,Pure,Black,Healthy/Normal,0
Dog,1,212,Puppy/Kitten,17,August,1,Pure,White,Healthy/Normal,0
Dog,1,1464,Adult,2,November,1,Mix,Black,Healthy/Normal,0
Cat,0,732,Young Adult,1,March,0,Mix,Brown,Healthy/Normal,0
Cat,1,370,Young Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,1,939,Young Adult,59,October,1,Mix,White,Healthy/Normal,0
Cat,1,5117,Senior,3,May,1,Mix,Black,Injured,0
Dog,1,96,Puppy/Kitten,4,February,1,Mix,Black,Healthy/Normal,0
Cat,1,903,Young Adult,172,December,1,Pure,White,Injured,0
Other,0,215,Puppy/Kitten,32,June,0,Pure,Brown,Healthy/Normal,0
Cat,1,97,Puppy/Kitten,66,September,1,Pure,Brown,Healthy/Normal,0
Cat,1,1857,Adult,29,April,1,Mix,Other,Healthy/Normal,0
Dog,1,365,Puppy/Kitten,31,January,1,Mix,Red,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,5,July,1,Mix,White,Healthy/Normal,0
Dog,1,317,Puppy/Kitten,23,December,1,Mix,White,Healthy/Normal,0
Cat,1,75,Puppy/Kitten,6,October,1,Mix,Red,Healthy/Normal,0
Dog,1,797,Young Adult,29,March,1,Pure,White,Injured,0
Cat,0,31,Puppy/Kitten,20,September,0,Mix,Grey,Healthy/Normal,0
Dog,1,4563,Senior,30,July,1,Mix,Black,Healthy/Normal,0
Dog,1,800,Young Adult,70,May,1,Mix,White,Healthy/Normal,0
Dog,1,67,Puppy/Kitten,28,June,1,Mix,White,Healthy/Normal,0
Cat,1,379,Young Adult,12,July,1,Mix,White,Healthy/Normal,0
Cat,0,1464,Adult,3,June,0,Mix,Black,Healthy/Normal,0
Dog,1,744,Young Adult,10,May,0,Pure,Black,Healthy/Normal,0
Dog,1,6939,Senior,1,April,1,Mix,Gold,Injured,0
Cat,1,141,Puppy/Kitten,80,January,1,Mix,Black,Healthy/Normal,0
Cat,1,72,Puppy/Kitten,49,August,1,Pure,Brown,Healthy/Normal,0
Dog,1,765,Young Adult,4,August,1,Mix,White,Healthy/Normal,0
Cat,1,131,Puppy/Kitten,10,April,0,Mix,Black,Healthy/Normal,0
Cat,1,52,Puppy/Kitten,9,December,0,Mix,Black,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,16,January,1,Pure,White,Healthy/Normal,0
Dog,0,23,Puppy/Kitten,16,November,0,Pure,White,Life Stage/Developmental,0
Dog,1,731,Young Adult,1,July,1,Pure,White,Healthy/Normal,0
Dog,1,734,Young Adult,3,October,1,Mix,Black,Healthy/Normal,0
Dog,1,733,Young Adult,1,December,0,Pure,White,Healthy/Normal,0
Dog,1,557,Young Adult,9,October,1,Mix,Gold,Healthy/Normal,0
Cat,1,746,Young Adult,16,December,1,Pure,Other,Healthy/Normal,0
Dog,1,1105,Adult,9,February,1,Pure,Black,Healthy/Normal,0
Dog,1,742,Young Adult,11,April,1,Mix,Black,Healthy/Normal,0
Dog,1,365,Puppy/Kitten,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,230,Puppy/Kitten,1,March,1,Mix,White,Healthy/Normal,0
Dog,1,2664,Senior,9,December,1,Pure,Black,Healthy/Normal,0
Cat,0,737,Young Adult,5,June,1,Pure,Other,Healthy/Normal,0
Dog,1,4492,Senior,64,December,1,Mix,White,Healthy/Normal,0
Dog,1,740,Young Adult,9,April,0,Mix,Black,Healthy/Normal,0
Dog,1,353,Puppy/Kitten,8,June,1,Pure,Black,Healthy/Normal,0
Dog,1,369,Young Adult,4,January,1,Mix,White,Healthy/Normal,0
Dog,1,3342,Senior,7,February,1,Mix,Gold,Healthy/Normal,0
Cat,1,67,Puppy/Kitten,37,June,1,Pure,Black,Healthy/Normal,0
Dog,1,2192,Adult,1,July,1,Mix,White,Healthy/Normal,0
Dog,1,1267,Adult,171,September,1,Pure,Black,Healthy/Normal,0
Dog,1,122,Puppy/Kitten,2,October,1,Pure,White,Healthy/Normal,0
Cat,1,66,Puppy/Kitten,4,July,1,Mix,Red,Healthy/Normal,0
Dog,1,374,Young Adult,8,September,1,Pure,White,Healthy/Normal,0
Dog,1,3473,Senior,32,April,1,Mix,White,Healthy/Normal,0
Dog,1,995,Young Adult,1,December,0,Mix,White,Healthy/Normal,0
Dog,1,1827,Adult,1,October,1,Pure,White,Healthy/Normal,0
Cat,0,65,Puppy/Kitten,4,May,1,Mix,Black,Healthy/Normal,0
Dog,1,1739,Adult,97,November,1,Mix,White,Healthy/Normal,0
Dog,1,1079,Young Adult,7,February,1,Pure,White,Healthy/Normal,0
Dog,1,1493,Adult,32,November,1,Mix,Black,Healthy/Normal,0
Dog,0,2557,Adult,4,August,1,Mix,White,Healthy/Normal,0
Dog,1,998,Young Adult,267,July,1,Pure,White,Healthy/Normal,0
Dog,1,2076,Adult,45,August,1,Pure,Black,Healthy/Normal,0
Dog,1,760,Young Adult,8,December,1,Pure,White,Healthy/Normal,0
Cat,0,71,Puppy/Kitten,9,November,1,Mix,Other,Healthy/Normal,0
Dog,1,192,Puppy/Kitten,69,January,1,Mix,White,Healthy/Normal,0
Dog,1,736,Young Adult,6,November,1,Pure,White,Healthy/Normal,0
Dog,1,248,Puppy/Kitten,3,November,0,Pure,Black,Healthy/Normal,0
Cat,0,733,Young Adult,3,November,0,Pure,Grey,Injured,0
Dog,1,315,Puppy/Kitten,9,February,1,Mix,White,Healthy/Normal,0
Dog,1,768,Young Adult,38,January,1,Pure,White,Injured,0
Dog,1,973,Young Adult,241,April,1,Pure,Grey,Healthy/Normal,0
Dog,1,879,Young Adult,25,August,1,Pure,Black,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,16,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,1277,Young Adult,187,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,87,Puppy/Kitten,8,June,1,Mix,Black,Healthy/Normal,0
Cat,1,791,Young Adult,59,December,1,Mix,Black,Healthy/Normal,0
Cat,1,114,Puppy/Kitten,58,November,1,Mix,Black,Healthy/Normal,0
Dog,1,380,Young Adult,2,August,1,Pure,Black,Healthy/Normal,0
Dog,1,378,Young Adult,13,November,1,Mix,Black,Healthy/Normal,0
Cat,1,50,Puppy/Kitten,4,May,0,Pure,Brown,Healthy/Normal,0
Dog,1,1867,Adult,40,October,1,Pure,Gold,Sick/Medical,0
Dog,1,706,Young Adult,67,January,1,Pure,White,Healthy/Normal,0
Cat,1,324,Puppy/Kitten,20,December,1,Mix,Other,Sick/Medical,0
Cat,0,73,Puppy/Kitten,5,August,1,Mix,Grey,Healthy/Normal,0
Dog,1,4006,Senior,10,January,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,95,Puppy/Kitten,2,August,0,Mix,White,Healthy/Normal,0
Dog,1,50,Puppy/Kitten,15,February,1,Mix,Black,Healthy/Normal,0
Other,0,734,Young Adult,4,February,0,Pure,Brown,Injured,0
Dog,0,67,Puppy/Kitten,6,November,1,Pure,Brown,Sick/Medical,0
Dog,1,2209,Adult,17,May,1,Pure,White,Life Stage/Developmental,0
Cat,1,65,Puppy/Kitten,4,October,0,Mix,White,Healthy/Normal,0
Cat,0,735,Young Adult,4,April,1,Mix,Other,Healthy/Normal,0
Cat,1,1466,Adult,5,December,1,Pure,White,Injured,0
Other,0,735,Young Adult,3,November,0,Pure,Brown,Healthy/Normal,0
Dog,1,1649,Adult,9,May,1,Mix,White,Healthy/Normal,0
Dog,1,60,Puppy/Kitten,10,April,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,1347,Young Adult,617,February,0,Mix,Red,Healthy/Normal,0
Dog,1,1833,Adult,6,November,1,Mix,Black,Healthy/Normal,0
Dog,1,1485,Adult,389,June,1,Mix,White,Healthy/Normal,0
Cat,1,47,Puppy/Kitten,4,May,0,Pure,White,Healthy/Normal,0
Dog,1,64,Puppy/Kitten,5,April,1,Pure,White,Healthy/Normal,0
Dog,1,376,Young Adult,11,December,1,Pure,Black,Healthy/Normal,0
Cat,0,734,Young Adult,3,November,0,Mix,Other,Healthy/Normal,0
Cat,0,733,Young Adult,3,March,0,Mix,White,Sick/Medical,0
Cat,0,65,Puppy/Kitten,3,February,0,Pure,Red,Sick/Medical,0
Dog,0,15,Puppy/Kitten,8,November,0,Pure,White,Life Stage/Developmental,0
Dog,1,1486,Adult,26,July,1,Mix,White,Healthy/Normal,0
Dog,1,3679,Senior,9,October,1,Pure,Black,Healthy/Normal,0
Cat,1,230,Puppy/Kitten,153,October,1,Pure,White,Injured,0
Dog,1,740,Young Adult,10,November,0,Mix,White,Healthy/Normal,0
Dog,1,2221,Adult,29,January,1,Mix,Black,Healthy/Normal,0
Dog,1,1103,Adult,7,November,1,Mix,White,Healthy/Normal,0
Cat,1,1133,Adult,37,August,1,Mix,White,Healthy/Normal,0
Dog,1,735,Young Adult,3,September,1,Pure,Red,Healthy/Normal,0
Dog,1,3380,Senior,93,September,1,Pure,White,Healthy/Normal,0
Cat,0,368,Young Adult,2,September,0,Pure,Red,Healthy/Normal,0
Dog,1,596,Young Adult,47,November,1,Pure,Black,Healthy/Normal,0
Bird,0,367,Young Adult,2,January,0,Mix,Gold,Healthy/Normal,0
Dog,1,280,Puppy/Kitten,7,November,1,Pure,White,Healthy/Normal,0
Dog,1,758,Young Adult,27,February,1,Mix,Brown,Healthy/Normal,0
Dog,1,169,Puppy/Kitten,5,February,1,Mix,Black,Healthy/Normal,0
Other,0,24,Puppy/Kitten,17,August,0,Pure,White,Healthy/Normal,0
Dog,1,1827,Adult,1,March,0,Mix,Gold,Healthy/Normal,0
Cat,1,62,Puppy/Kitten,16,July,0,Mix,Other,Healthy/Normal,0
Dog,1,374,Young Adult,8,April,1,Mix,White,Healthy/Normal,0
Cat,1,735,Young Adult,4,February,1,Mix,White,Healthy/Normal,0
Cat,0,78,Puppy/Kitten,47,October,1,Pure,White,Healthy/Normal,0
Cat,1,1098,Adult,2,July,1,Pure,Grey,Healthy/Normal,0
Cat,1,140,Puppy/Kitten,48,December,1,Mix,Brown,Healthy/Normal,0
Dog,0,80,Puppy/Kitten,4,May,0,Pure,Gold,Healthy/Normal,0
Cat,1,451,Young Adult,86,July,1,Mix,Other,Healthy/Normal,0
Cat,0,93,Puppy/Kitten,35,July,1,Mix,Other,Healthy/Normal,0
Dog,0,365,Puppy/Kitten,1,July,0,Pure,White,Healthy/Normal,0
Dog,1,372,Young Adult,7,March,1,Pure,Black,Healthy/Normal,0
Cat,1,342,Puppy/Kitten,7,December,1,Mix,Brown,Healthy/Normal,0
Cat,0,71,Puppy/Kitten,48,June,1,Mix,Other,Healthy/Normal,0
Dog,0,17,Puppy/Kitten,7,January,0,Pure,Black,Life Stage/Developmental,0
Cat,1,65,Puppy/Kitten,63,May,1,Pure,Brown,Healthy/Normal,0
Dog,0,159,Puppy/Kitten,5,September,1,Mix,White,Healthy/Normal,0
Dog,1,56,Puppy/Kitten,4,March,0,Pure,Black,Healthy/Normal,0
Dog,1,819,Young Adult,88,April,1,Mix,White,Healthy/Normal,0
Dog,1,762,Young Adult,31,February,1,Mix,Gold,Healthy/Normal,0
Dog,1,754,Young Adult,4,October,1,Mix,Red,Healthy/Normal,0
Dog,1,1465,Adult,4,March,1,Mix,White,Healthy/Normal,0
Cat,1,392,Young Adult,26,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,759,Young Adult,29,May,1,Mix,Black,Healthy/Normal,0
Cat,1,67,Puppy/Kitten,37,June,1,Mix,Grey,Healthy/Normal,0
Dog,1,1467,Adult,6,February,1,Mix,Brown,Healthy/Normal,0
Cat,1,1476,Adult,1,August,1,Mix,Black,Healthy/Normal,0
Dog,1,735,Young Adult,5,July,1,Mix,White,Healthy/Normal,0
Cat,1,147,Puppy/Kitten,25,February,1,Pure,Grey,Healthy/Normal,0
Dog,1,735,Young Adult,5,December,1,Mix,White,Healthy/Normal,0
Cat,1,123,Puppy/Kitten,93,August,1,Mix,Black,Healthy/Normal,0
Cat,0,28,Puppy/Kitten,7,May,0,Mix,White,Healthy/Normal,0
Dog,1,255,Puppy/Kitten,12,September,1,Pure,White,Healthy/Normal,0
Dog,1,791,Young Adult,10,April,1,Pure,White,Healthy/Normal,0
Cat,1,85,Puppy/Kitten,63,September,1,Pure,Red,Healthy/Normal,0
Cat,0,78,Puppy/Kitten,40,November,1,Mix,White,Healthy/Normal,0
Dog,1,2171,Adult,344,December,1,Mix,White,Healthy/Normal,0
Cat,1,743,Young Adult,12,January,1,Pure,Black,Healthy/Normal,0
Cat,0,26,Puppy/Kitten,3,September,0,Mix,Brown,Healthy/Normal,0
Cat,1,63,Puppy/Kitten,19,June,1,Mix,White,Healthy/Normal,0
Cat,1,746,Young Adult,15,April,1,Pure,White,Healthy/Normal,0
Dog,1,80,Puppy/Kitten,4,October,1,Mix,Black,Healthy/Normal,0
Dog,1,230,Puppy/Kitten,7,January,1,Pure,Black,Healthy/Normal,0
Cat,1,2564,Senior,7,June,1,Pure,Black,Sick/Medical,0
Dog,1,4384,Senior,1,February,0,Pure,Black,Healthy/Normal,0
Dog,1,542,Young Adult,125,November,1,Mix,White,Healthy/Normal,0
Cat,0,91,Puppy/Kitten,1,April,1,Mix,White,Healthy/Normal,0
Cat,1,71,Puppy/Kitten,39,February,1,Pure,Other,Healthy/Normal,0
Cat,1,121,Puppy/Kitten,85,January,1,Mix,Black,Healthy/Normal,0
Dog,1,294,Puppy/Kitten,3,May,1,Mix,Black,Healthy/Normal,0
Cat,1,76,Puppy/Kitten,14,December,0,Pure,Black,Healthy/Normal,0
Dog,1,1462,Adult,1,March,1,Mix,White,Healthy/Normal,0
Dog,0,734,Young Adult,3,May,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,6209,Senior,1,December,1,Pure,White,Sick/Medical,0
Dog,1,244,Puppy/Kitten,6,May,1,Mix,White,Healthy/Normal,0
Other,0,123,Puppy/Kitten,1,August,0,Pure,Black,Sick/Medical,0
Cat,1,4654,Senior,4,December,1,Mix,Black,Sick/Medical,0
Cat,0,19,Puppy/Kitten,10,July,0,Mix,White,Healthy/Normal,0
Cat,1,376,Young Adult,10,January,1,Mix,Other,Healthy/Normal,0
Cat,1,75,Puppy/Kitten,49,August,1,Mix,White,Healthy/Normal,0
Cat,0,732,Young Adult,1,April,0,Pure,Other,Healthy/Normal,0
Cat,1,66,Puppy/Kitten,20,July,1,Mix,Other,Healthy/Normal,0
Dog,0,71,Puppy/Kitten,4,April,1,Mix,White,Healthy/Normal,0
Dog,1,843,Young Adult,112,October,0,Mix,White,Healthy/Normal,0
Dog,1,2932,Senior,3,August,1,Mix,Black,Healthy/Normal,0
Dog,1,4147,Senior,496,April,1,Mix,Black,Healthy/Normal,0
Cat,1,1106,Adult,10,March,0,Mix,Other,Sick/Medical,0
Dog,1,739,Young Adult,9,July,1,Mix,White,Healthy/Normal,0
Cat,1,34,Puppy/Kitten,4,October,0,Mix,Black,Healthy/Normal,0
Dog,1,2201,Adult,10,November,1,Mix,Brown,Healthy/Normal,0
Cat,1,461,Young Adult,95,August,1,Mix,Black,Healthy/Normal,0
Cat,1,401,Young Adult,36,January,1,Pure,Red,Healthy/Normal,0
Dog,0,84,Puppy/Kitten,8,December,1,Pure,Black,Healthy/Normal,0
Dog,0,63,Puppy/Kitten,4,April,1,Mix,Brown,Healthy/Normal,0
Dog,0,306,Puppy/Kitten,2,July,0,Pure,White,Healthy/Normal,0
Dog,1,406,Young Adult,2,January,1,Pure,Black,Healthy/Normal,0
Dog,1,742,Young Adult,9,November,1,Mix,Red,Healthy/Normal,0
Cat,1,109,Puppy/Kitten,102,January,1,Pure,Brown,Healthy/Normal,0
Cat,1,86,Puppy/Kitten,64,June,0,Mix,White,Healthy/Normal,0
Dog,0,309,Puppy/Kitten,5,October,1,Mix,White,Healthy/Normal,0
Cat,0,13,Puppy/Kitten,1,July,0,Mix,Black,Life Stage/Developmental,0
Cat,0,174,Puppy/Kitten,52,December,1,Pure,White,Injured,0
Cat,1,745,Young Adult,14,May,1,Mix,White,Sick/Medical,0
Dog,1,1231,Adult,135,February,1,Pure,Grey,Injured,0
Cat,1,155,Puppy/Kitten,2,February,0,Mix,White,Healthy/Normal,0
Cat,0,737,Young Adult,6,July,0,Mix,Black,Healthy/Normal,0
Dog,1,1140,Adult,44,August,1,Mix,Gold,Healthy/Normal,0
Dog,1,1463,Adult,2,March,1,Mix,Grey,Healthy/Normal,0
Dog,1,378,Young Adult,12,April,1,Mix,Black,Healthy/Normal,0
Dog,1,4441,Senior,2,July,1,Mix,Black,Injured,0
Cat,1,111,Puppy/Kitten,89,January,1,Mix,Brown,Healthy/Normal,0
Cat,1,121,Puppy/Kitten,52,August,1,Mix,Black,Healthy/Normal,0
Dog,1,172,Puppy/Kitten,3,August,0,Mix,Gold,Healthy/Normal,0
Dog,1,516,Young Adult,59,February,1,Pure,Black,Healthy/Normal,0
Cat,1,52,Puppy/Kitten,6,November,0,Pure,White,Healthy/Normal,0
Cat,1,387,Young Adult,20,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,734,Young Adult,3,January,0,Pure,Black,Injured,0
Cat,1,65,Puppy/Kitten,4,November,0,Mix,Brown,Healthy/Normal,0
Cat,1,2955,Senior,33,January,1,Mix,Black,Healthy/Normal,0
Dog,1,480,Young Adult,10,November,1,Pure,White,Healthy/Normal,0
Cat,1,417,Young Adult,52,May,1,Mix,Grey,Healthy/Normal,0
Dog,1,259,Puppy/Kitten,15,March,1,Pure,Black,Healthy/Normal,0
Dog,0,61,Puppy/Kitten,5,November,1,Mix,White,Healthy/Normal,0
Bird,0,367,Young Adult,2,November,0,Pure,White,Healthy/Normal,0
Dog,1,4750,Senior,2,June,0,Mix,White,Healthy/Normal,0
Dog,1,3287,Senior,10,March,1,Mix,White,Healthy/Normal,0
Cat,1,1118,Adult,22,March,1,Mix,White,Healthy/Normal,0
Dog,1,2925,Senior,2,December,0,Pure,White,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,58,June,1,Mix,Black,Healthy/Normal,0
Cat,1,755,Young Adult,24,March,1,Pure,Black,Injured,0
Cat,1,110,Puppy/Kitten,18,December,1,Pure,Black,Healthy/Normal,0
Cat,0,162,Puppy/Kitten,100,September,0,Mix,Black,Healthy/Normal,0
Dog,1,384,Young Adult,19,June,1,Mix,Black,Healthy/Normal,0
Cat,1,755,Young Adult,25,March,1,Mix,White,Healthy/Normal,0
Dog,1,2559,Senior,3,September,0,Mix,Black,Healthy/Normal,0
Cat,1,1610,Adult,33,February,1,Mix,Brown,Healthy/Normal,0
Cat,1,107,Puppy/Kitten,46,July,1,Mix,White,Healthy/Normal,0
Dog,1,453,Young Adult,87,May,1,Mix,Tricolor,Injured,0
Cat,1,189,Puppy/Kitten,8,August,1,Pure,White,Healthy/Normal,0
Cat,1,102,Puppy/Kitten,10,January,1,Mix,Other,Healthy/Normal,0
Dog,1,266,Puppy/Kitten,22,December,1,Mix,Black,Healthy/Normal,0
Dog,1,395,Young Adult,29,November,1,Mix,Black,Healthy/Normal,0
Dog,1,437,Young Adult,10,January,1,Mix,Black,Healthy/Normal,0
Cat,1,40,Puppy/Kitten,3,October,0,Pure,Brown,Healthy/Normal,0
Cat,1,109,Puppy/Kitten,17,August,1,Pure,Other,Healthy/Normal,0
Dog,1,1826,Adult,1,February,0,Pure,Black,Healthy/Normal,0
Cat,1,70,Puppy/Kitten,36,October,1,Pure,Grey,Healthy/Normal,0
Dog,1,2197,Adult,5,July,1,Mix,White,Healthy/Normal,0
Cat,1,4027,Senior,8,November,1,Mix,White,Healthy/Normal,0
Dog,1,556,Young Adult,7,December,1,Mix,Black,Healthy/Normal,0
Cat,1,1157,Adult,62,September,1,Mix,Other,Healthy/Normal,0
